Job title,Company,Deadline,Location
Մարքեթոլոգ,«Էրեբունի» ԲԿ,13 April 2024,Yerevan
Digital Marketing Specialist/SMM,Սովռանո ՍՊԸ,13 April 2024,Yerevan
Sales manager,Food Depot LLC,13 April 2024,Yerevan
Մերչենդայզեր,Սովռանո ՍՊԸ,13 April 2024,Yerevan
Head of Sales Department of Construction Materials,MTK LLC,13 April 2024,Yerevan
Վաճառքի մասնագետ,New City Projects,13 April 2024,Tsaghkadzor
Առցանց վաճառքի պատասխանատու,"""GLOBAL CREDIT"" UCO CJSC",08 April 2024,Yerevan
Middle Front-End Developer,Ashstone Studios,13 April 2024,Yerevan
Խմբագիր-սրբագրիչ,Zangak Publishing House,13 April 2024,Yerevan
Office Manager,Prokat.am,10 April 2024,Yerevan
Հաշվետար,Սովռանո ՍՊԸ,13 April 2024,Yerevan
Շուկայի զարգացման պատասխանատու,Սովռանո ՍՊԸ,13 April 2024,Yerevan
Մարդկային Ռեսուրսների Կառավարման բաժնի ավագ մասնագետ,Սովռանո ՍՊԸ,13 April 2024,Yerevan
Տեխնիկական աջակցման մասնագետ,"""Telecom Armenia"" OJSC",13 April 2024,Yerevan
Senior DevOps Engineer,Nexolabs,12 April 2024,Yerevan                                            (Remote)
C# Software Engineer/Trainer,SmartCode,12 April 2024,Yerevan
Java Engineer/Trainer,SmartCode,12 April 2024,Yerevan
Rewrite,ԱՁ Դավիթ Մարուքյան,10 April 2024,Yerevan                                            (Remote)
Card Operations Appeal and Monitoring Unit Specialist,IDBank CJSC,12 April 2024,Yerevan
Tour Manager,Galaxy Group of Companies,12 April 2024,Yerevan
Կորպորատիվ բիզնեսի վարկային ռիսկերի գնահատման բաժնի առաջատար / գլխավոր մասնագետ,IDBank CJSC,12 April 2024,Yerevan
Customer Success Specialist,Earlyone,12 April 2024,Yerevan
Accountant,Alias LLC,12 April 2024,Yerevan
Freelance recruiter,Freedom Broker Armenia,12 April 2024,Yerevan                                            (Remote)
Հաճախորդների հետ հարաբերությունների վարչության պետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,12 April 2024,Yerevan
Credit portfolio collection specialist,"LMS LLC, Loan Management Services",12 April 2024,Yerevan
Data analyst,AMIO BANK,12 April 2024,Yerevan
Leasing specialist,«Արմենիան Լիզինգ Քամփնի» ՈՒՎԿ ՓԲԸ,12 April 2024,Yerevan
Middle .NET Developer,Digitain,12 April 2024,Yerevan
Support Specialist,InnoTech Group LLC,12 April 2024,Yerevan
Molecular biologist (Tumor Molecular Analytics),BostonGene Technologies,12 April 2024,Yerevan
Engineering & Maintenance Supervisor,Jermuk International Pepsi-Cola Bottler LLC,12 April 2024,Yerevan
Ընդունարանի աշխատակից,ԻՐԱ Մեդիքլ Գրուպ ՓԲԸ,12 April 2024,Yerevan
Արտադրական ստորաբաժանման հաշվետար,Էյ Էմ Գրուպ ՍՊԸ,12 April 2024,Yerevan
Հաշվապահ-ֆինանսիստ,ISTAK,12 April 2024,Yerevan
Customer Support Agent,Deluxe Technologies LLC,12 April 2024,Yerevan
PAID INTERNSHIP FOR EBRD ANNUAL CONFERENCE 2024,818 Consulting,12 April 2024,Yerevan
Call Center Agent,EcoVille LLC,12 April 2024,Yerevan
Վիդեո Մոնտաժող,FastMedia,12 April 2024,Yerevan
Առաքման բաժնի կորդինատոր,Պռոշյանի Կոնյակի գործարան ՍՊԸ,12 April 2024,Yerevan
Internal audit service specialist,Իդրամ ՍՊԸ,12 April 2024,Yerevan
Office Manager,Telcell,12 April 2024,Yerevan
Հաշվապահ,Կատրան ՍՊԸ,12 April 2024,Yerevan
Team Lead AML Monitoring,Wallet,12 April 2024,Yerevan                                            (Remote)
UI/UX Designer,Ashstone Studios,10 April 2024,Yerevan
Թվային մարքեթինգի մասնագետ,Aras Food LLC,12 April 2024,Yerevan
Sales Assistant,AKCENT SHOP,12 April 2024,Yerevan
Վարորդ-առաքիչ,Aras Food LLC,12 April 2024,Yerevan
CRM Product Analyst,VTB Bank (Armenia),12 April 2024,Yerevan
Վաճառքի մենեջեր,Mane Tiles,12 April 2024,Ararat
Senior UI/UX Designer,FastBank CJSC,12 April 2024,Yerevan
Ավագ Հաշվապահ,TML CONSULTING LLC,12 April 2024,Yerevan
Senior .Net Developer,InConcept Labs | Software Development Company,11 April 2024,Yerevan
Photography Training Lead,TUMO Center for Creative Technologies,11 April 2024,Yerevan
Training Team Manager,TUMO Center for Creative Technologies,11 April 2024,Yerevan
Սրահի Մենեջեր - Խորհրդատու Վաճառողուհի,«ԻՆՏԵՐ ԱԿՎԱ ԳՐՈՒՊ» ՍՊԸ,11 April 2024,Yerevan
Accountant,Երվադա ՍՊԸ,11 April 2024,Yerevan
D2D Sales,SOLARON,11 April 2024,Yerevan
Accountant,ԱյԹի Ռիփորթս ՍՊԸ - IT Reports LLC,11 April 2024,Yerevan
Junior Content Writer,10Web,11 April 2024,Yerevan
2D Motion Animator,FastMedia,11 April 2024,Yerevan
Junior Accountant,ԱյԹի Ռիփորթս ՍՊԸ - IT Reports LLC,11 April 2024,Yerevan
Junior Manual Tester/QA (remote),DevsData LLC,11 April 2024,Armenia (All cities)                                            (Remote)
Technical Lead/Project Manager,zealous,11 April 2024,Yerevan
Կոմերցիոն բաժնի մասնագետ,GN LLC,11 April 2024,Yerevan
Microbiologist,Liqvor CJSC,11 April 2024,Yerevan
Specialist in the Department of Drug Registrations,Liqvor CJSC,11 April 2024,Yerevan
Accountant,Liqvor CJSC,11 April 2024,Yerevan
Call centre representative,Freedom Broker Armenia,11 April 2024,Yerevan
Accountant,SCHNEIDER GROUP LLC,11 April 2024,Yerevan
Junior Java Engineer,AeroDynamics,11 April 2024,Yerevan
Հաշվետար,ԵրՄՄԳՀԻ,11 April 2024,Yerevan
Արտադրամասի պետ,Սեմուր ընդ Կո ՍՊԸ,11 April 2024,Yeghvard
Հաշվապահ՝ կադրերի և աշխատավարձի հաշվառման գծով,Paulaner,11 April 2024,Yerevan
Chain Manager,Free Style Group,11 April 2024,Yerevan
Կոմերցիոն ապրանքների վաճառքի մասնագետ,"""Telecom Armenia"" OJSC",11 April 2024,Yerevan
Accountant,"ООО ""ТУРОПЕРАТОР ПАК ГРУП""",11 April 2024,Yerevan
Head of Business Development and Partnership Department,Armenian Card CJSC,11 April 2024,Yerevan
Ադմինիստրատիվ Օգնական,Հայաստանի Հաշվապահների Ասոցիացիա,11 April 2024,Yerevan
Accountant/Tax Advisor,BDO Armenia CJSC,11 April 2024,Yerevan
Audit Assistant,BDO Armenia CJSC,11 April 2024,Yerevan
Receptionist,InSport Wellness center,11 April 2024,Yerevan
Grapic Designer,Davel Creative Agency,11 April 2024,Yerevan
React Native Upper Mid Developer,Flexy Global,10 April 2024,Yerevan
Junior Cybersecurity Specialist - Incident Response,Questrade International Inc.,08 April 2024,Yerevan
"Սրահի ադմինիստրատոր, ք. Աբովյան",VTB Bank (Armenia),10 April 2024,Abovyan
Lawyer,Spayka LLC,10 April 2024,Yerevan
գանձապահ-հաշվետար,ՅՈՒՆԻՓՈՒԼ ՍՊԸ,10 April 2024,Yerevan
Branch Operations Manager,Think Engineering,10 April 2024,Yerevan
Junior lawyer,Spayka LLC,10 April 2024,Yerevan
Recruiter,"""Max Station"" LLC",10 April 2024,Yerevan
Accounts Payable Specialist,The Alexander Yerevan Hotel,10 April 2024,Yerevan
Ֆիրմային խանութների ղեկավար,Atenk Ltd,06 April 2024,Yerevan
Mid IOS Developer,Codulate,10 April 2024,Yerevan
"Էներգոհամակարգերի ճարտարագետ, Գյումրի","""Telecom Armenia"" OJSC",10 April 2024,Gyumri
Офисный сотрудник,AFC,10 April 2024,Yerevan
Office Operations Specialist,Big Projects,10 April 2024,Yerevan
Պլաստիկ քարտերի վարչության Սպասարկման բաժնի  գլխավոր մասնագետ,ARMECONOMBANK OJSC,10 April 2024,Yerevan
Հյուրընկալ,TotoGaming,10 April 2024,Yerevan
Հյուրընկալ Աշտարակ,TotoGaming,10 April 2024,Ashtarak
Product Marketing Manager,Digitain,10 April 2024,Yerevan
B2C Business Analyst,Digitain,10 April 2024,Yerevan
Վաճառող - գանձապահ,Gotcha.am,10 April 2024,Yerevan
Լոգիստիկայի մասնագետ,Atenk Ltd,10 April 2024,Yerevan
Senior DevOps Engineer/Cloud Architect,Codulate,10 April 2024,Yerevan
Product Manager,VTB Bank (Armenia),10 April 2024,Yerevan
Financial Analyst,VTB Bank (Armenia),10 April 2024,Yerevan
Translator,SAS Group,10 April 2024,Yerevan
Գլխավոր հաշվապահ,Genacvale Tavern,10 April 2024,Yerevan
Armenian Speaking Interactions Specialist,Robin the Robot,10 April 2024,Yerevan
CRM Bitrix,AMS LLC,10 April 2024,Yerevan
Senior Regulatory Compliance Manager,Freedom Broker Armenia,10 April 2024,Yerevan
Internship Customer Service,Joomag,10 April 2024,Yerevan
Night-Shift Receptionist,Hotel Aviatrans,10 April 2024,Yerevan
Danish Speaking Sales Assistant,Maurice Ward Armenia,10 April 2024,Yerevan
"Software Engineer, Quantitative Development Team",Teza Technologies,10 April 2024,Yerevan
Թվային պրոդուկտների գլխավոր ղեկավար (Chief Product Officer),"""Telecom Armenia"" OJSC",10 April 2024,Yerevan
Clinical analyst (oncology),BostonGene Technologies,10 April 2024,Yerevan
Clinical analyst (hematology),BostonGene Technologies,10 April 2024,Yerevan
Junior analyst - Molecular biologist,BostonGene Technologies,10 April 2024,Yerevan
Caviste,Food Depot LLC,10 April 2024,Yerevan
Հաշվապահ,Finup,10 April 2024,Yerevan
ASIC Physical Design Engineer/ 48414BR,Synopsys Armenia,10 April 2024,Yerevan
AML Transaction Monitoring Analyst,Freedom Broker Armenia,10 April 2024,Yerevan
Sales Specialist,Linz Optic ZEISS Vision Expert,08 April 2024,Yerevan
Հայոց լեզվի և գրականության ուսուցիչ,Ayb School,10 April 2024,Yerevan
"Սրահի ադմինիստրատոր, ք. Մասիս",VTB Bank (Armenia),10 April 2024,Masis
Senior C++ Developer (Algorithms),Align Technology,10 April 2024,Yerevan
Русскоязычный Game Presenter,Evolution,10 April 2024,Yerevan
Շուկայի զարգացման պատասխանատու,Bacon Product LLC,10 April 2024,Arzni
Վաճառքի մասնագետ,Autofan AC LLC,10 April 2024,Yerevan
Առաքիչ,Bacon Product LLC,10 April 2024,Arzni
Մարքեթինգի ավագ մասնագետ,Bacon Product LLC,10 April 2024,Arzni
Sports Trader,Digitain,10 April 2024,Yerevan
Sales specialist,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,10 April 2024,Yerevan
Delivery driver,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,10 April 2024,Yerevan
Digital Marketing Specialist,Azarian Growth Agency,10 April 2024,Yerevan                                            (Remote)
Senior UI/UX Team Lead,Azarian Growth Agency,10 April 2024,Yerevan
Content Writer,Azarian Growth Agency,10 April 2024,Yerevan
HR Manager,EXPOCORE HOTEL,10 April 2024,Yerevan
Receptionist,EXPOCORE HOTEL,10 April 2024,Yerevan
Assistant to Project Manager,Daniam LLC,09 April 2024,Yerevan
Թվային պրոդուկտների վերլուծաբան,"""Telecom Armenia"" OJSC",09 April 2024,Yerevan
Junior Talent Acquisition Specialist,DevsData LLC,09 April 2024,Armenia (All cities)                                            (Remote)
Service Manager Assistant,Fine Service LLC,08 April 2024,Yerevan
Sales manager,Սփիք ՍՊԸ,08 April 2024,Yerevan
Games Quality Verification Specialist,Digitain,08 April 2024,Yerevan
Live Games Planning Specialist,Digitain,08 April 2024,Yerevan
Head of the sales department,Ֆրոզեն Միթ ՍՊԸ,07 April 2024,Yerevan
Quality manager,Թամարա ՍՊԸ,07 April 2024,Abovyan
Հաշվետար,Ադամիում,07 April 2024,Yerevan
Marketing Data Analyst,Abramyan Marketing Group (AMG),07 April 2024,Las Vegas                                            (Remote)
Junior Marketing Copywriter/Strategist,Abramyan Marketing Group (AMG),07 April 2024,Las Vegas                                            (Remote)
Loss Prevention associate,Republica hotel Yerevan,06 April 2024,Yerevan
Valet Parking Attendant,The Alexander Yerevan Hotel,06 April 2024,Yerevan
DevOps Engineer,Helix Consulting,06 April 2024,Yerevan
Flight attendant,FlyOne Armenia,06 April 2024,Yerevan
Հաշվապահ,Brandon marketing,06 April 2024,Yerevan
Content Moderation Associate,LIST GROUP,06 April 2024,Yerevan
Logistics Specialist,Էքսպրես Լոջիսթիքս,06 April 2024,Yerevan
Ինժեներ նախագծող,ITAL SOLAR,06 April 2024,Yerevan
Head of the engineering and technical service department of the greenhouse complex,Spayka LLC,06 April 2024,Yerevan
Sales Specialist,ITResources,06 April 2024,Yerevan
Ցանցային ադմինիստրատոր,Partner Company,06 April 2024,Yerevan
Senior Sales Consultant,ITResources,06 April 2024,Yerevan
PHP Laravel Developer,Helix Consulting,06 April 2024,Yerevan
The operator-administrator of call centre,doctor911.am,06 April 2024,Yerevan
B2B Sales Manager,SOLARON,06 April 2024,Yerevan
Customer Service Quality Control Specialist,AMIO BANK,06 April 2024,Yerevan
Trade Marketing Specialist,ARGE BUSINESS LLC,06 April 2024,Yerevan
Human Resources Manager,"""ASBC"" LLC",06 April 2024,Yerevan
ASIC Physical Design Engineer / 48065BR,Synopsys Armenia,06 April 2024,Yerevan
Business Intelligence Analyst / VBET,SoftConstruct,06 April 2024,Yerevan
Manual QA Engineer / VBET,SoftConstruct,06 April 2024,Yerevan
